VariationID	Tx_id
1231540	NM_000321.3
1231544	NM_033305.3
1231545	NM_006005.3
1231546	NM_001371623.1
1231547	NM_024426.6
1231558	NM_002529.4
1231561	NM_003361.4
1231562	NM_002609.4
1231568	NM_004006.3
1231573	NM_000260.4
1231575	NM_004287.5
1231578	NM_004239.4
1231579	NM_004284.6
1231581	NM_025103.4
1231592	NM_006420.3
1231593	NM_052854.4
1231596	NM_000484.4
1231603	NM_018462.5
1231604	NM_001046.3
1231607	NM_004525.3
1231610	NM_207361.6
1231615	NM_015139.3
1231616	NM_005006.7
1231617	NM_018834.6
1231620	NM_019022.5
1231626	NM_006506.5
1231627	NM_016156.6
1231629	NM_032608.7
1231631	NM_001039591.3
1231637	NM_000016.6
1231638	NM_003659.4
1231639	NM_000455.5
1231641	NM_014263.4
1231649	NM_001145026.2
1231650	NM_014396.4
1231651	NM_003042.4
1231655	NM_031407.7
1231658	NM_182914.3
1231661	NM_001206979.2
1231666	NM_013382.7
1231667	NM_012232.6
1231672	NM_021951.3
1231685	NM_001378789.1
1231690	NM_001089.3
1231694	NM_004621.6
1231695	NM_058004.4
1231698	NM_005921.2
1231699	NM_001813.3
1231703	NM_004170.6
1231705	NM_006031.6
1231710	NM_000163.5
1231711	NM_006031.6
1231714	NM_001039591.3
1231717	NM_001846.4
1231720	NM_003681.5
1231724	NM_001242835.2
1231726	NM_005245.4
1231732	NM_001349206.2
1231735	NM_173630.4
1231739	NM_001005337.3
1231740	NM_016013.4
1231741	NM_001393392.1
1231743	NM_005957.5
1231744	NM_020208.4
1231745	NM_001267550.2
1231748	NM_019026.6
1231752	NM_031407.7
1231753	NM_004958.4
1231758	NM_015480.3
1231761	NM_014629.4
1231763	NM_000786.4
1231765	NM_001039803.3
1231768	NM_015378.4
1231770	NM_015466.4
1231771	NM_021116.4
1231774	NM_003888.4
1231776	NM_005560.6
1231777	NM_001320752.2
1231778	NM_003742.4
1231779	NM_001372.4
1231782	NM_000129.4
1231783	NM_004006.3
1231786	NM_002578.5
1231790	NM_017662.5
1231793	NM_000631.5
1231797	NM_017429.3
1231798	NM_001040177.3
1231800	NM_006939.4
1231801	NM_001963.6
1231802	NM_003560.4
1231805	NM_019851.3
1231807	NM_183357.3
1231811	NM_003235.5
1231812	NM_001939.3
1231813	NM_001082971.2
1231814	NM_001941.5
1231819	NM_001253.4
1231821	NM_000301.5
1231827	NM_000601.6
1231828	NM_001846.4
1231829	NM_004817.4
1231831	NM_004568.6
1231833	NM_024989.4
1231836	NM_004341.5
1231844	NM_012335.4
1231846	NM_000824.5
1231847	NM_001206927.2
1231849	NM_024537.4
1231863	NM_000521.4
1231874	NM_005045.4
1231875	NM_198428.3
1231876	NM_012301.4
1231877	NM_022455.5
1231878	NM_177924.5
1231881	NM_001098511.3
1231883	NM_176822.4
1231884	NM_001256545.2
1231885	NM_000350.3
1231887	NM_000051.4
1231888	NM_017433.5
1231890	NM_053274.3
1231891	NM_020822.3
1231892	NM_052965.4
1231894	NM_012108.4
1231895	NM_173582.6
1231901	NM_001024613.4
1231902	NM_001130965.3
1231906	NM_003888.4
1231907	NM_005570.4
1231908	NM_001126108.2
1231919	NM_001243288.2
1231922	NM_014233.4
1231927	NM_020117.11
1231929	NM_000096.4
1231930	NM_174916.3
1231933	NM_006623.4
1231937	NM_007259.5
1231939	NM_005235.3
1231943	NM_144585.4
1231945	NM_001039213.4
1231947	NM_080680.3
1231953	NM_000429.3
1231955	NM_001199563.2
1231957	NM_001384140.1
1231958	NM_144670.6
1231959	NM_001145809.2
1231960	NM_005445.4
1231962	NM_022081.6
1231964	NM_000277.3
1231965	NM_001278689.2
1231967	NM_022772.4
1231969	NM_017671.5
1231972	NM_021110.4
1231973	NM_138295.5
1231974	NM_001267550.2
1231979	NM_080680.3
1231985	NM_001886.3
1231988	NM_133510.4
1231993	NM_001369268.1
1231994	NM_004237.4
1231996	NM_212482.4
1231998	NM_006486.3
1231999	NM_015425.6
1232000	NM_001278116.2
1232001	NM_001903.5
1232003	NM_001277115.2
1232005	NM_001292063.2
1232007	NM_000078.3
1232011	NM_001375524.1
1232014	NM_001193313.2
1232016	NM_130811.4
1232017	NM_024596.5
1232019	NM_001393392.1
1232023	NM_003803.4
1232025	NM_001035.3
1232027	NM_015295.3
1232029	NM_005208.5
1232030	NM_015046.7
1232031	NM_020166.5
1232042	NM_001206927.2
1232044	NM_024306.5
1232047	NM_001304438.2
1232050	NM_001351132.2
1232051	NM_058004.4
1232052	NM_005921.2
1232057	NM_033305.3
1232058	NM_018961.4
1232059	NM_000092.5
1232062	NM_000037.4
1232064	NM_004519.4
1232065	NM_174878.3
1232069	NM_004793.4
1232072	NM_017662.5
1232076	NM_001001331.4
1232079	NM_001145026.2
1232082	NM_014967.5
1232083	NM_014714.4
1232084	NM_002661.5
1232085	NM_014915.3
1232090	NM_001024845.3
1232091	NM_017433.5
1232092	NM_016579.4
1232093	NM_201433.2
1232095	NM_003722.5
1232097	NM_017649.5
1232098	NM_000097.7
1232103	NM_003136.4
1232104	NM_000127.3
1232105	NM_001006658.3
1232107	NM_000392.5
1232108	NM_001366110.1
1232111	NM_000428.3
1232113	NM_001846.4
1232115	NM_173628.4
1232116	NM_001243133.2
1232119	NM_001080467.3
1232121	NM_182920.2
1232123	NM_018117.12
1232125	NM_015135.3
1232126	NM_020964.3
1232134	NM_001111.5
1232136	NM_080680.3
1232139	NM_032608.7
1232140	NM_001347995.2
1232149	NM_014319.5
1232154	NM_003803.4
1232155	NM_000092.5
1232156	NM_002661.5
1232157	NM_001035.3
1232158	NM_001128929.3
1232160	NM_001080414.4
1232165	NM_015692.5
1232167	NM_017534.6
1232169	NM_014920.5
1232172	NM_182925.5
1232173	NM_001378964.1
1232174	NM_198999.3
1232183	NM_000545.8
1232184	NM_024598.4
1232186	NM_173494.2
1232188	NM_020975.6
1232190	NM_001283009.2
1232194	NM_001044.5
1232195	NM_001195.5
1232202	NM_021738.3
1232205	NM_004752.4
1232206	NM_139343.3
1232207	NM_001370.2
1232208	NM_001113491.2
1232209	NM_020366.4
1232211	NM_001130823.3
1232214	NM_001243288.2
1232215	NM_139057.4
1232216	NM_004006.3
1232217	NM_006846.4
1232218	NM_144997.7
1232226	NM_003070.5
1232227	NM_001382567.1
1232228	NM_001177693.2
1232230	NM_020461.4
1232231	NM_001134407.3
1232232	NM_001858.6
1232236	NM_145698.5
1232237	NM_001110219.3
1232243	NM_031418.4
1232247	NM_014491.4
1232255	NM_001130009.3
1232256	NM_017415.3
1232259	NM_173494.2
1232262	NM_003972.3
1232263	NM_005592.4
1232266	NM_201596.3
1232273	NM_000130.5
1232282	NM_172095.4
1232313	NM_015335.5
1232314	NM_031407.7
1232316	NM_000843.4
1232317	NM_000141.5
1232319	NM_014845.6
1232329	NM_080680.3
1232335	NM_014625.4
1232338	NM_212482.4
1232339	NM_182943.3
1232340	NM_013382.7
1232343	NM_021110.4
1232344	NM_001128126.3
1232346	NM_001378452.1
1232357	NM_000090.4
1232358	NM_004415.4
1232359	NM_001244008.2
1232360	NM_001282717.2
1232362	NM_000534.5
1232363	NM_001371533.1
1232366	NM_001286577.2
1232367	NM_001277115.2
1232368	NM_005458.8
1232369	NM_173628.4
1232371	NM_001244008.2
1232372	NM_000379.4
1232376	NM_020822.3
1232377	NM_173628.4
1232378	NM_005235.3
1232379	NM_001182.5
1232381	NM_022455.5
1232383	NM_005458.8
1232385	NM_017950.4
1232386	NM_005957.5
1232387	NM_001429.4
1232388	NM_001206927.2
1232392	NM_022552.5
1232394	NM_173842.3
1232404	NM_000400.4
1232415	NM_001377265.1
1232416	NM_000340.2
1232418	NM_000383.4
1232420	NM_182914.3
1232424	NM_002224.4
1232428	NM_001364905.1
1232429	NM_001370.2
1232431	NM_003972.3
1232435	NM_000860.6
1232440	NM_000685.5
1232441	NM_172362.3
1232443	NM_001329943.3
1232446	NM_018052.5
1232447	NM_006231.4
1232449	NM_022437.3
1232452	NM_001374736.1
1232458	NM_130811.4
1232459	NM_005785.4
1232461	NM_019026.6
1232463	NM_003638.3
1232464	NM_013254.4
1232465	NM_080473.5
1232473	NM_024101.7
1232474	NM_001098484.3
1232476	NM_000135.4
1232477	NM_001148.6
1232478	NM_001080467.3
1232482	NM_016628.5
1232483	NM_002113.3
1232488	NM_022845.3
1232497	NM_001244008.2
1232500	NM_016194.4
1232504	NM_001830.4
1232510	NM_001958.5
1232516	NM_005993.5
1232522	NM_000553.6
1232523	NM_018313.5
1232524	NM_002303.6
1232526	NM_014915.3
1232529	NM_001382430.1
1232533	NM_001161352.2
1232534	NM_003126.4
1232542	NM_014991.6
1232543	NM_152490.5
1232545	NM_020365.5
1232549	NM_004318.4
1232550	NM_017672.6
1232552	NM_018117.12
1232553	NM_001206744.2
1232554	NM_024411.5
1232555	NM_006208.3
1232568	NM_001379500.1
1232569	NM_001145306.2
1232570	NM_000051.4
1232580	NM_001205293.3
1232586	NM_001382391.1
1232593	NM_144498.4
1232595	NM_017950.4
1232596	NM_004006.3
1232599	NM_004557.4
1232601	NM_001203.3
1232607	NM_015650.4
1232608	NM_002454.3
1232615	NM_000601.6
1232618	NM_004525.3
1232621	NM_001256545.2
1232624	NM_000092.5
1232631	NM_003477.3
1232632	NM_015158.5
1232633	NM_014804.3
1232635	NM_001081.4
1232636	NM_001127671.2
1232642	NM_001127453.2
1232643	NM_001103146.3
1232645	NM_001177693.2
1232646	NM_001858.6
1232647	NM_002204.4
1232648	NM_001267550.2
1232649	NM_000601.6
1232650	NM_005045.4
1232652	NM_001171.6
1232653	NM_003070.5
1232655	NM_000110.4
1232656	NM_001349253.2
1232658	NM_002838.5
1232659	NM_176787.5
1232660	NM_000093.5
1232671	NM_021116.4
1232672	NM_005027.4
1232676	NM_001378452.1
1232678	NM_001080779.2
1232680	NM_000504.4
1232681	NM_006059.4
1232683	NM_001061.7
1232685	NM_004046.6
1232688	NM_015295.3
1232689	NM_006486.3
1232690	NM_005235.3
1232701	NM_001378452.1
1232706	NM_018117.12
1232711	NM_005993.5
1232716	NM_015135.3
1232722	NM_001127222.2
1232727	NM_021625.5
1232731	NM_024809.5
1232735	NM_001854.4
1232738	NM_001384125.1
1232744	NM_001846.4
1232746	NM_002473.6
1232747	NM_001458.5
1232748	NM_182925.5
1232749	NM_201433.2
1232750	NM_198576.4
1232752	NM_001008212.2
1232759	NM_005422.4
1232763	NM_003742.4
1232764	NM_002711.4
1232765	NM_004998.4
1232766	NM_001232.4
1232768	NM_000123.4
1232774	NM_153365.3
1232775	NM_001206927.2
1232780	NM_003803.4
1232781	NM_001384732.1
1232787	NM_005876.5
1232789	NM_015080.4
1232792	NM_003201.3
1232793	NM_001277115.2
1232794	NM_138295.5
1232799	NM_003630.3
1232802	NM_001142730.3
1232803	NM_001611.5
1232805	NM_001382347.1
1232810	NM_001206927.2
1232813	NM_001377.3
1232819	NM_001753.5
1232822	NM_003784.4
1232823	NM_001161352.2
1232825	NM_152416.4
1232830	NM_016123.4
1232831	NM_001135556.2
1232839	NM_001276277.3
1232840	NM_004423.4
1232843	NM_000085.5
1232845	NM_001376.5
1232848	NM_001145809.2
1232852	NM_018136.5
1232854	NM_032608.7
1232855	NM_005896.4
1232861	NM_080860.4
1232863	NM_015100.4
1232866	NM_007124.3
1232869	NM_002470.4
1232870	NM_014384.3
1232880	NM_138295.5
1232881	NM_000301.5
1232888	NM_144573.4
1232893	NM_020632.3
1232894	NM_001206927.2
1232899	NM_001399.5
1232905	Single allele
1232906	NM_138295.5
1232907	NM_004525.3
1232908	NM_000276.4
1232909	NM_173841.3
1232910	NM_005050.4
1232912	NM_001379500.1
1232915	NM_000256.3
1232923	NM_003183.6
1232924	NM_003638.3
1232926	NM_000285.4
1232927	NM_015346.4
1232930	NM_001134673.4
1232934	NM_001166108.2
1232935	NM_003001.5
1232936	NM_052867.4
1232938	NM_052989.3
1232939	NM_001080.3
1232951	NM_001102469.2
1232958	NM_020297.4
1232960	NM_001039591.3
1232963	NM_000110.4
1232966	NM_000631.5
1232970	NM_005993.5
1232974	NM_001286577.2
1232980	NM_000145.4
1232982	NM_014244.5
1232984	NM_001204375.2
1232987	NM_015909.4
1232988	NM_000037.4
1232989	NM_001015877.2
1232992	NM_001283009.2
1232998	NM_001145026.2
1232999	NM_000092.5
1233000	NM_004304.5
1233001	NM_000123.4
1233016	NM_005647.4
1233018	NM_002951.5
1233019	NM_018486.3
1233022	NM_183050.4
1233025	NM_001371986.1
1233028	NM_173500.4
1233036	NM_022124.6
1233039	NM_022173.4
1233040	NM_001851.6
1233043	NM_001379180.1
1233047	NM_001734.5
1233050	NM_020971.3
1233052	NM_015974.3
1233054	NM_000260.4
1233058	NM_002608.4
1233065	NM_177550.5
1233066	NM_001098511.3
1233067	NM_000484.4
1233068	NM_001378452.1
1233070	NM_000130.5
1233072	NM_002508.3
1233075	NM_000130.5
1233080	NM_153252.5
1233081	NM_005120.3
1233085	NM_022051.3
1233090	NM_007357.3
1233091	NM_003331.5
1233099	NM_057175.5
1233100	NM_001127671.2
1233110	NM_017617.5
1233112	NM_173483.4
1233116	NM_001351132.2
1233120	NM_001257.5
1233126	NM_181523.3
1233134	NM_001999.4
1233146	NM_001257.5
1233148	NM_001102469.2
1233154	NM_052989.3
1233155	NM_001374736.1
1233158	NM_024513.4
1233159	NM_001844.5
1233161	NM_001377540.1
1233162	NM_001370694.2
1233165	NM_015295.3
1233168	NM_005006.7
1233174	NM_014336.5
1233175	NM_001034852.3
1233181	NM_001199563.2
1233182	NM_020401.4
1233190	NM_024884.3
1233194	NM_002979.5
1233195	NM_176869.3
1233198	NM_013372.7
1233200	NM_016180.5
1233205	NM_005591.4
1233208	NM_001017420.3
1233209	NM_019014.6
1233212	NM_052854.4
1233214	NM_000821.7
1233216	NM_052867.4
1233217	NM_001693.4
1233218	NM_003162.4
1233224	NM_133642.5
1233228	NM_001080449.3
1233230	NM_001372044.2
1233232	NM_003477.3
1233234	NM_004370.6
1233237	NM_001378452.1
1233239	NM_198060.4
1233242	NM_018462.5
1233244	NM_001378414.1
1233245	NM_000212.3
1233247	NM_000540.3
1233250	NM_015978.3
1233252	NM_001369.3
1233254	NM_006598.3
1233255	NM_000091.5
1233258	NM_001858.6
1233259	NM_000548.5
1233264	NM_001277115.2
1233265	NM_000494.4
1233270	NM_144670.6
1233271	NM_001134407.3
1233273	NM_018685.5
1233275	NM_012335.4
1233276	NM_001330348.2
1233278	NM_001384140.1
1233284	NM_015974.3
1233285	NM_198252.3
1233287	NM_173483.4
1233288	NM_014384.3
1233290	NM_002017.5
1233292	NM_001277115.2
1233294	NM_002894.3
1233296	NM_058179.4
1233297	NM_024753.5
1233299	NM_018668.5
1233300	NM_015512.5
1233302	NM_001242896.3
1233304	NM_000787.4
1233306	NM_001845.6
1233307	NM_182914.3
1233309	NM_020822.3
1233312	NM_001276345.2
1233324	NM_014915.3
1233326	NM_004522.3
1233329	NM_001330078.2
1233333	NM_003242.6
1233340	NM_014290.3
1233341	NM_138295.5
1233346	NM_014804.3
1233349	NM_004817.4
1233350	NM_175607.3
1233351	NM_002775.5
1233352	NM_017671.5
1233354	NM_000124.4
1233355	NM_181507.2
1233359	NM_001077418.3
1233364	NM_006031.6
1233366	NM_015909.4
1233368	NM_007166.4
1233373	NM_139319.3
1233377	NM_015338.6
1233381	NM_001384125.1
1233384	NM_000064.4
1233386	NM_001252024.2
1233387	NM_005245.4
1233388	NM_001367561.1
1233389	NM_176787.5
1233390	NM_001378183.1
1233393	NM_206933.4
1233398	NM_000124.4
1233399	NM_001375405.1
1233401	NM_006129.5
1233406	NM_000016.6
1233410	NM_181426.2
1233411	NM_001127222.2
1233412	NM_001364905.1
1233416	NM_213599.3
1233419	NM_001080483.3
1233425	NM_030667.3
1233435	NM_000170.3
1233439	NM_000540.3
1233442	NM_203486.3
1233443	NM_015073.3
1233444	NM_201253.3
1233448	NM_181789.4
1233449	NM_001854.4
1233456	NM_018668.5
1233462	NM_015268.4
1233465	NM_018429.3
1233467	NM_001377540.1
1233468	NM_015268.4
1233469	NM_001457.4
1233476	NM_005502.4
1233478	NM_004595.5
1233484	NM_024101.7
1233485	NM_130797.4
1233488	NM_001040177.3
1233489	NM_018036.7
1233492	NM_000128.4
1233493	NM_052989.3
1233496	NM_001370298.3
1233506	NM_001081.4
1233508	NM_014159.7
1233510	NM_018206.6
1233515	NM_000484.4
1233517	NM_001204424.2
1233518	NM_000092.5
1233519	NM_000208.4
1233527	NM_053274.3
1233528	NM_025103.4
1233530	NM_002293.4
1233534	NM_001100913.3
1233536	NM_144585.4
1233538	NM_173630.4
1233540	NM_182961.4
1233541	NM_020117.11
1233543	NM_022552.5
1233545	NM_000352.6
1233546	NM_003072.5
1233553	NM_024101.7
1233554	NM_177924.5
1233558	NM_032119.4
1233560	NM_013386.5
1233561	NM_019014.6
1233566	NM_000443.4
1233570	NM_006765.4
1233577	NM_000124.4
1233581	NM_203447.4
1233582	NM_020297.4
1233583	NM_001145026.2
1233589	NM_030662.4
1233590	NM_003376.6
1233593	NM_000553.6
1233595	NM_001277115.2
1233599	NM_000484.4
1233607	NM_153717.3
1233612	NM_001128840.3
1233613	NM_000921.5
1233615	NM_001130004.2
1233616	NM_052867.4
1233621	NM_005560.6
1233622	NM_005144.5
1233629	NM_000446.7
1233630	NM_001851.6
1233633	NM_002427.4
1233635	NM_001142800.2
1233641	NM_000067.3
1233646	NM_001204424.2
1233647	NM_003672.4
1233648	NM_005373.3
1233651	NM_004963.4
1233652	NM_005655.4
1233653	NM_006080.3
1233654	NM_001098668.4
1233656	NM_000251.3
1233660	NM_001206927.2
1233661	NM_001080517.3
1233665	NM_000944.5
1233667	NM_004698.4
1233670	NM_001941.5
1233671	NM_182914.3
1233673	NM_017780.4
1233680	NM_014289.4
1233682	NM_003722.5
1233683	NM_000459.5
1233685	NM_003972.3
1233694	NM_006922.4
1233702	NM_005591.4
1233704	NM_001098511.3
1233713	NM_001854.4
1233715	NM_020751.3
1233718	NM_017489.3
1233722	NM_004211.5
1233728	NM_001394062.1
1233732	NM_014669.5
1233734	NM_001127178.3
1233735	NM_001715.3
1233738	NM_006182.4
1233741	NM_012108.4
1233742	NM_000236.3
1233746	NM_005548.3
1233749	NM_004715.5
1233750	NM_024101.7
1233751	NM_006808.3
1233752	NM_000350.3
1233758	NM_001040142.2
1233761	NM_001904.4
1233762	NM_001042432.2
1233765	NM_001353214.3
1233767	NM_012082.4
1233772	NM_020821.3
1233776	NM_005018.3
1233780	NM_001080779.2
1233781	NM_014846.4
1233785	NM_006364.4
1233786	NM_017617.5
1233788	NM_020738.4
1233792	NM_021252.5
1233794	NM_001330078.2
1233795	NM_018979.4
1233796	NM_000718.4
1233797	NM_001252024.2
1233800	NM_006363.6
1233805	NM_012301.4
1233806	NM_052961.4
1233809	NM_002225.5
1233810	NM_001369.3
1233811	NM_001377304.1
1233816	NM_000718.4
1233819	NM_000124.4
1233824	NM_020320.5
1233825	NM_006206.6
1233827	NM_139276.3
1233828	NM_182914.3
1233829	NM_001844.5
1233830	NM_176787.5
1233831	NM_002508.3
1233832	NM_001005271.3
1233835	NM_003803.4
1233840	NM_004208.4
1233843	NM_001292034.3
1233844	NM_020750.3
1233846	NM_002336.3
1233848	NM_006254.4
1233851	NM_016335.6
1233852	NM_000301.5
1233858	NM_001039591.3
1233859	NM_021738.3
1233862	NM_145698.5
1233863	NM_001384140.1
1233865	NM_017429.3
1233866	NM_012120.3
1233871	NM_003722.5
1233872	NM_000795.4
1233876	NM_001367561.1
1233877	NM_015158.5
1233880	NM_138694.4
1233881	NM_001081.4
1233883	NM_001365951.3
1233886	NM_018062.4
1233890	NM_001378457.1
1233895	NM_001277115.2
1233898	NM_133259.4
1233903	NM_001197104.2
1233906	NM_004958.4
1233907	NM_002691.4
1233909	NM_001142416.2
1233911	NM_020401.4
1233919	NM_000433.4
1233921	NM_022437.3
1233922	NM_001081.4
1233923	NM_000212.3
1233924	NM_001252024.2
1233926	NM_014714.4
1233928	NM_004958.4
1233929	NM_001098511.3
1233932	NM_001291303.3
1233934	NM_003072.5
1233940	NM_001126108.2
1233941	NM_001145306.2
1233945	NM_173630.4
1233950	NM_005228.5
1233951	NM_032608.7
1233952	NM_015338.6
1233956	NM_173630.4
1233959	NM_001626.6
1233964	NM_002294.3
1233965	NM_152713.5
1233969	NM_033505.4
1233973	NM_001369.3
1233975	NM_025099.6
1233978	NM_006206.6
1233979	NM_052859.4
1233980	NM_000111.3
1233981	NM_017433.5
1233982	NM_020919.4
1233983	NM_001271.4
1233985	NM_000278.5
1233993	NM_002662.5
1233995	NM_017802.4
1233997	NM_012431.3
1234000	NM_001379200.1
1234004	NM_080680.3
1234005	NM_020297.4
1234006	NM_002906.4
1234007	NM_013372.7
1234012	NM_025009.5
1234015	NM_005465.7
1234019	NM_000027.4
1234022	NM_005989.4
1234023	NM_001371596.2
1234024	NM_022336.4
1234025	NM_016343.4
1234026	NM_021110.4
1234028	NM_000257.4
1234031	NM_018127.7
1234034	NM_003972.3
1234036	NM_001261826.3
1234039	NM_001080512.3
1234040	NM_000101.4
1234046	NM_017755.6
1234054	NM_004560.4
1234057	NM_017433.5
1234058	NM_000324.3
1234060	NM_001382567.1
1234063	NM_000091.5
1234064	NM_000780.4
1234073	NM_015139.3
1234078	NM_003982.4
1234081	NM_014704.4
1234084	NM_001079872.2
1234085	NM_001379180.1
1234091	NM_000301.5
1234095	NM_003647.3
1234099	NM_001136191.3
1234101	NM_000085.5
1234102	NM_002894.3
1234103	NM_021098.3
1234104	NM_020297.4
1234107	NM_001465.6
1234111	NM_001017995.3
1234118	NM_004621.6
1234122	NM_001271.4
1234125	NM_198994.3
1234130	NM_001963.6
1234131	NM_000214.3
1234135	NM_003482.4
1234136	NM_031433.4
1234137	NM_003722.5
1234143	NM_205836.3
1234146	NM_003722.5
1234147	NM_138295.5
1234148	NM_001271696.3
1234150	NM_001370.2
1234151	NM_004132.5
1234153	NM_001127453.2
1234162	NM_003126.4
1234166	NM_021098.3
1234167	NM_000052.7
1234169	NM_018117.12
1234171	NM_014444.5
1234172	NM_153816.6
1234177	NM_020821.3
1234178	NM_001379081.2
1234185	NM_004727.3
1234188	NM_016630.7
1234189	NM_001750.7
1234194	NM_182643.3
1234198	NM_003638.3
1234200	NM_000404.4
1234204	NM_002508.3
1234206	NM_001130987.2
1234210	NM_145038.5
1234211	NM_004407.4
1234212	NM_001131005.2
1234214	NM_019844.4
1234216	NM_001320752.2
1234220	NM_007325.5
1234223	NM_139248.3
1234226	NM_002250.3
1234229	NM_198060.4
1234230	NM_001379081.2
1234231	NM_016284.5
1234235	NM_000222.3
1234236	NM_198053.3
1234238	NM_001081.4
1234244	NM_022436.3
1234245	NM_001465.6
1234247	NM_001854.4
1234252	NM_021926.4
1234257	NM_001113226.3
1234260	NM_000081.4
1234261	NM_014915.3
1234268	NM_004525.3
1234269	Single allele
1234270	NM_001351132.2
1234271	NM_016734.3
1234273	NM_001457.4
1234282	NM_001374504.1
1234284	NM_001080467.3
1234285	NM_000489.6
1234286	NM_003294.4
1234287	NM_000064.4
1234289	NM_001256864.2
1234294	NM_004715.5
1234298	NM_014915.3
1234300	NM_015922.3
1234302	NM_199168.4
1234303	NM_004329.3
1234308	NM_014629.4
1234309	NM_001348323.3
1234311	NM_001166114.2
1234317	NM_001347995.2
1234320	NM_007166.4
1234322	NM_020713.3
1234324	NM_001854.4
1234325	NM_021870.3
1234326	NM_000431.4
1234329	NM_000795.4
1234333	NM_014714.4
1234335	NM_001384140.1
1234336	NM_005002.5
1234338	NM_172362.3
1234340	NM_001206641.3
1234347	NM_001776.6
1234348	NM_001083899.2
1234354	NM_033305.3
1234362	NM_003442.6
1234368	NM_001329943.3
1234369	NM_000601.6
1234371	NM_001277115.2
1234373	NM_000211.5
1234379	NM_014263.4
1234381	NM_000093.5
1234382	NM_032608.7
1234384	NM_000081.4
1234385	NM_004621.6
1234386	NM_001351132.2
1234388	NM_001367943.1
1234389	NM_000051.4
1234390	NM_015294.6
1234391	NM_000257.4
1234398	NM_004341.5
1234400	Single allele
1234402	NM_016341.4
1234412	NM_014754.3
1234415	NM_198173.3
1234418	NM_001080495.3
1234421	NM_004279.3
1234423	NM_015046.7
1234429	NM_000541.5
1234435	NM_020745.4
1234436	NM_001429.4
1234437	NM_001206744.2
1234438	NM_001267550.2
1234439	NM_001080467.3
1234440	NM_003922.4
1234441	NM_015346.4
1234444	NM_001846.4
1234450	NM_025000.4
1234451	NM_020928.2
1234452	NM_015512.5
1234456	NM_000069.3
1234457	NM_020223.4
1234458	NM_006790.3
1234462	NM_001242835.2
1234463	NM_033380.3
1234467	NM_001349253.2
1234470	NM_014362.4
1234477	NM_001206927.2
1234478	NM_006206.6
1234479	NM_207352.4
1234482	NM_002095.6
1234483	NM_000297.4
1234487	NM_017775.4
1234492	NM_001278293.3
1234493	NM_004525.3
1234497	NM_139027.6
1234499	NM_004006.3
1234500	NM_006883.2
1234501	NM_003466.4
1234502	NM_003737.4
1234505	NM_001085411.3
1234509	NM_006446.5
1234511	NM_015690.5
1234512	NM_000718.4
1234513	NM_022124.6
1234515	NM_022436.3
1234516	NM_004085.4
1234519	NM_001378452.1
1234520	NM_001384140.1
1234521	NM_000045.4
1234522	NM_033305.3
1234524	NM_000715.4
1234527	NM_006939.4
1234531	NM_012179.4
1234532	NM_001363711.2
1234533	NM_015386.3
1234536	NM_001368882.1
1234537	NM_144670.6
1234539	NM_006947.4
1234540	NM_001286445.3
1234542	NM_022489.4
1234543	NM_005401.5
1234545	NM_019022.5
1234547	NM_022773.4
1234548	NM_004733.4
1234549	NM_022132.5
1234550	NM_006363.6
1234552	NM_015368.4
1234553	NM_016734.3
1234556	NM_032119.4
1234565	NM_004998.4
1234567	NM_001374828.1
1234570	NM_198060.4
1234574	NM_001023570.4
1234576	NM_139215.3
1234578	NM_173628.4
1234579	NM_001330078.2
1234582	NM_182643.3
1234583	NM_001256789.3
1234587	NM_001080467.3
1234589	NM_005592.4
1234593	NM_002203.4
1234597	NM_001378964.1
1234603	NM_015909.4
1234604	NM_016341.4
1234608	NM_002113.3
1234610	NM_001130009.3
1234613	NM_002979.5
1234615	NM_001382391.1
1234616	NM_006371.5
1234618	NM_194292.3
1234630	NM_001102564.3
1234633	NM_003638.3
1234634	NM_005141.5
1234640	NM_001853.4
1234645	NM_138295.5
1234646	NM_000320.3
1234648	NM_007186.6
1234649	NM_001004334.4
1234652	NM_001999.4
1234662	NM_000037.4
1234664	NM_001374385.1
1234665	NM_001457.4
1234667	NM_000552.5
1234668	NM_001005337.3
1234670	NM_004795.4
1234672	NM_000722.4
1234675	NM_017433.5
1234677	NM_031229.4
1234679	NM_182914.3
1234683	NM_000215.4
1234685	NM_018051.5
1234687	NM_031407.7
1234691	NM_000122.2
1234692	NM_172245.4
1234693	NM_000285.4
1234695	NM_016123.4
1234697	NM_001351132.2
1234699	NM_002591.4
1234702	NM_006031.6
1234705	NM_031370.3
1234712	NM_001377.3
1234718	NM_002160.4
1234719	NM_001365792.1
1234720	NM_003130.4
1234721	NM_033305.3
1234728	NM_002427.4
1234735	NM_001160148.2
1234738	NM_173628.4
1234741	NM_000233.4
1234742	NM_000138.5
1234743	NM_144687.4
1234746	NM_001368882.1
1234748	NM_001429.4
1234753	NM_031433.4
1234757	NM_001079855.2
1234760	NM_001370.2
1234761	NM_002340.6
1234762	NM_001374623.1
1234766	NM_021870.3
1234770	NM_001963.6
1234772	NM_058004.4
1234773	NM_001144967.3
1234774	NM_138413.4
1234775	NM_001277115.2
1234780	NM_000095.3
1234781	NM_004341.5
1234785	NM_000993.5
1234787	NM_000718.4
1234792	NM_001142416.2
1234797	NM_001080477.4
1234798	NM_006214.4
1234799	NM_001206999.2
